tmdb_id_tmdb,imdb_id,title,original_title,original_language,overview,poster_path,release_date,genres_tmdb_names,runtime,revenue,popularity_tmdb,averageRating,numVotes,primaryTitle,originalTitle,genres,startYear,tmdb_id_imdb,tmdb_id
939513,tt21983758,The Teacher,ദി ടീച്ചര്‍,ml,PE teacher Devika and her husband have been trying to be pregnant for four years. Their equation changes after she becomes pregnant and when she reveals that she has been abused by four students during a sports meet.,/szlck49swaimG1UlITTiCa2F1Gy.jpg,2022-12-02,"Thriller, Drama",121,0,3.2393,6.3,14395,The Teacher,The Teacher,"Drama,Thriller",2022.0,939513,939513
1093971,tt23790740,Srikanth,श्रीकांत - आ रहा है सबकी आँखें खोलने,hi,"In a world with odds stacked against him in every step of the way, Srikanth defies norms, blazing a trail from rural India to becoming the first visually impaired student at MIT. As he builds Bollant Industries, his success brings challenges for which he would not only chase personal dreams but safeguard a shared future for the ones just like him. This is the tale of an entrepreneur's triumph and sacrifice, both which he welcomed with open arms and a smile.",/nkWF1jIMQqWZSShNTAdBUqrdFsZ.jpg,2024-05-10,Drama,134,0,3.7926,7.4,14389,Srikanth,Srikanth,"Biography,Drama",2024.0,1093971,1093971
606679,tt9308382,The High Note,The High Note,en,"Set in the dazzling world of the LA music scene comes the story of Grace Davis, a superstar whose talent, and ego, have reached unbelievable heights. Maggie is Grace’s overworked personal assistant who’s stuck running errands, but still aspires to her childhood dream of becoming a music producer. When Grace’s manager presents her with a choice that could alter the course of her career, Maggie and Grace come up with a plan that could change their lives forever.",/yHsu8swJSgqDrsPiu7adBjOPLlp.jpg,2020-06-10,"Romance, Comedy, Music, Drama",113,0,19.2594,6.4,14354,The High Note,The High Note,"Drama,Music,Romance",2020.0,606679,606679
844417,tt6722802,Marlowe,Marlowe,en,Private detective Philip Marlowe becomes embroiled in an investigation involving a wealthy Californian family after a beautiful blonde hires him to track down her former lover.,/vjAMj81oYBryzGBhJk4gcK0M636.jpg,2023-02-15,Crime,109,6262663,3.5884,5.4,14348,Marlowe,Marlowe,"Crime,Drama,Mystery",2022.0,844417,844417
802443,tt7897330,Deadly Illusions,Deadly Illusions,en,"A bestselling female novelist, suffering from writer's block, hires an innocent young woman to watch over her twin children. As the novelist dangerously indulges in her new best seller, the line between the life she's writing and the one she's living becomes blurred.",/wj0PpS8cvXCNB3Wvhe6w5k0Nnke.jpg,2021-03-18,"Thriller, Drama",114,0,4.2944,3.8,14304,Deadly Illusions,"Dark Places, Deadly Illusions","Crime,Drama,Mystery",2021.0,802443,802443
606625,tt8160834,Follow Me,Follow Me,en,"A social media personality travels with his friends to Moscow to capture new content for his successful vlog. Always pushing the limits and catering to a growing audience, they enter a cold world of mystery, excess, and danger. When the lines between real life and social media are blurred, the group must fight to escape, and survive.",/glwOyoD0Pzxzyb3l7nELEgjSjQ8.jpg,2020-07-03,"Horror, Thriller",88,3551439,1.7964,5.4,14277,Follow Me,Follow Me,"Adventure,Horror,Mystery",2020.0,606625,606625
619592,tt10308928,Force of Nature,Force of Nature,en,A gang of thieves plan a heist during a hurricane and encounter trouble when a disgraced cop tries to force everyone in the building to evacuate.,/ucktgbaMSaETUDLUBp1ubGD6aNj.jpg,2020-07-02,"Action, Adventure, Crime, Thriller",91,638221,4.7921,4.6,14234,Force of Nature,Force of Nature,"Action,Adventure,Crime",2020.0,619592,619592
898673,tt16252698,Passages,Passages,fr,"Tomas and Martin are a gay couple living in Paris whose marriage is thrown into crisis when Tomas impulsively begins a passionate affair with young schoolteacher Agathe. But when Martin begins an affair of his own, Tomas must confront life decisions he may be unprepared—or unwilling—to deal with.",/8GR7s4YiyFswOmTibfKCYAPxT9k.jpg,2023-06-28,"Romance, Drama",92,1103374,1.5499,6.6,14213,Passages,Passages,"Drama,Romance",2023.0,898673,898673
650783,tt5420210,The Comeback Trail,The Comeback Trail,en,Two movie producers who owe money to the mob set up their aging movie star for an insurance scam to try and save themselves. But they wind up getting more than they ever imagined.,/ublJIJbc2NZ30ptXj4O2d2apo1t.jpg,2020-11-12,"Comedy, Crime",104,0,1.8217,5.7,14194,The Comeback Trail,The Comeback Trail,"Comedy,Crime",2020.0,650783,650783
682152,tt14859416,Burning Days,Kurak Günler,tr,"With the mayoral election approaching, the newly-appointed state prosecutor of a small town suffering from a water supply crisis gradually descends into trouble after a young local woman is raped.",/6GH0Sv9zQwky0GrBQdHGej7kyau.jpg,2022-12-09,"Drama, Thriller",131,0,1.2131,7.5,14194,Burning Days,Kurak Günler,"Drama,Thriller",2022.0,682152,682152
1024350,tt17592606,DAMaN,ଦମନ,or,"The film is set in 2015. Sid, is a young doctor who completed his MBBS has been posted to the cut-off of area of Malkangiri district Odisha having 151 villages & infamous for Naxals dominance & no basic facilities. It's journey of a doctor.",/mUHa29ySdqlCfDlrA3gqPxJNd9M.jpg,2022-11-04,"Adventure, Drama",121,0,0.5977,8.6,14192,Daman,DAMaN,"Adventure,Drama",2022.0,1024350,1024350
1229958,tt30852970,"Lover, Stalker, Killer","Lover, Stalker, Killer",en,"In this twisting documentary, a mechanic tries online dating for the first time and meets a woman who takes romantic obsession to a deadly extreme.",/f5uojWzwJTCHBIV3rmGPTmQG7TF.jpg,2024-02-09,"Documentary, Crime",90,0,1.558,7.0,14172,Lover Stalker Killer,Lover Stalker Killer,"Crime,Documentary",2024.0,1229958,1229958
1274217,tt30783769,Kaam Chalu Hai,Kaam Chalu Hai,hi,"Manoj Patil's happy life takes a tragic turn when he loses his daughter in an accident caused by a pothole. When the authorities refuse to hear his complaints, he takes matters into his own hands.",/5Fw5log9OJLSCKdbZDpeyLNUSgM.jpg,2024-04-19,Drama,82,0,0.713,7.1,14168,Kaam Chalu Hai,Kaam Chalu Hai,Drama,2024.0,1274217,1274217
979660,tt21942598,Freaky Tales,Freaky Tales,en,"In 1987 Oakland, a mysterious force guides The Town's underdogs in four interconnected tales: teen punks defend their turf against Nazi skinheads, a rap duo battles for hip-hop immortality, a weary henchman gets a shot at redemption, and an NBA All-Star settles the score.",/lo5mfglsGeMYmAkSRXs9DATNJxk.jpg,2025-04-04,"Action, Comedy, Crime",107,400000,4.3028,6.2,14149,Freaky Tales,Freaky Tales,"Action,Adventure,Comedy",2024.0,979660,979660
547017,tt8430598,Shirley,Shirley,en,A famous horror writer finds inspiration for her next book after she and her husband take in a young couple.,/iSwTnNS7TKAS79Sz9LvyqlBxxrU.jpg,2020-09-11,"Drama, Thriller, Mystery",107,230441,2.2093,6.1,14143,Shirley,Shirley,"Biography,Drama,Mystery",2020.0,547017,547017
1063879,tt26744289,Infested,Vermines,fr,"Residents of a rundown French apartment building battle against an army of deadly, rapidly reproducing spiders.",/dY98PkUAbIGUUg0FhXEcOkbzHIZ.jpg,2023-12-27,"Horror, Thriller",106,2110014,1.8109,6.2,14102,Infested,Vermines,Horror,2023.0,1063879,1063879
1061671,tt18376122,"Pamela, A Love Story","Pamela, A Love Story",en,"In her own words, through personal video and diaries, Pamela Anderson shares the story of her rise to fame, rocky romances and infamous sex tape scandal.",/zkVnRwZWbrd55P3Tx7BZZQ1gU89.jpg,2023-01-30,Documentary,113,0,0.8556,7.2,14054,Pamela: A Love Story,"Pamela, a Love Story","Biography,Documentary",2023.0,1061671,1061671
962074,tt22170036,Captain Miller,கேப்டன் மில்லர்,ta,"In the 1930s, during the British Raj, Analeesan ""Eesa"", a former soldier of the British Indian Army called Captain Miller, is on a mission to protect the people from the British after witnessing an atrocity.",/6qKnVaE5BvA2fO1L6r4i1ScX34G.jpg,2024-01-11,"Action, War",158,0,4.5758,7.1,14049,Captain Miller,Captain Miller,"Action,Adventure,Drama",2024.0,962074,962074
623856,tt10808832,Let Them All Talk,Let Them All Talk,en,A celebrated author takes a journey with some old friends to have some fun and heal old wounds. Her nephew comes along to wrangle the ladies and finds himself involved with a young literary agent.,/4mhZqZ7nXL6Dj6PKZSseJxv1qXZ.jpg,2020-12-10,"Comedy, Drama",113,0,2.2811,6.1,14029,Let Them All Talk,Let Them All Talk,"Comedy,Drama",2020.0,623856,623856
741228,tt13061914,Locked Down,Locked Down,en,"During a COVID-19 lockdown, sparring couple Linda and Paxton call a truce to attempt a high-risk jewellery heist at one of the world's most exclusive department stores, Harrods.",/svHelD0Hb3TXPAQoPsoBwdDMTvf.jpg,2021-02-25,"Comedy, Crime, Romance",118,0,5.5378,5.3,14029,Locked Down,Locked Down,"Comedy,Crime,Romance",2021.0,741228,741228
974250,tt20201748,Greedy People,Greedy People,en,"The eclectic residents of a small, picturesque island town must navigate a sensational murder and the discovery of a million dollars, leading to a series of increasingly bad decisions which upend the once-peaceful community.",/aIUZiciO0nMh8MrhmsTaMWZvEWK.jpg,2024-08-23,"Comedy, Mystery, Crime",113,0,3.4096,6.2,14026,Greedy People,Greedy People,"Comedy,Crime,Thriller",2024.0,974250,974250
855397,tt10340562,Etharkkum Thunindhavan,எதற்கும் துணிந்தவன்,ta,"A lawyer turns judge jury and executioner and goes after a gang, led by a minister's son, that threatens women with videos of them.",/5BU4qoPUPiOSiLue8ni8VdxNP4U.jpg,2022-03-10,"Action, Drama, Family",151,0,3.9469,6.4,14025,Etharkkum Thunindhavan,Etharkkum Thunindhavan,"Action,Crime,Drama",2022.0,855397,855397
1167027,tt19811010,The Remarkable Life of Ibelin,Ibelin,no,The secret life of a young World of Warcraft gamer is vividly reimagined when his online friends contact his family after his death.,/3gk2F3wrPCPzrnUM81tjVcgyWHV.jpg,2024-03-08,"Documentary, Animation",103,0,2.2286,8.2,14021,The Remarkable Life of Ibelin,Ibelin,"Animation,Biography,Documentary",2024.0,1167027,1167027
508570,tt3661394,The One and Only Ivan,The One and Only Ivan,en,"A gorilla named Ivan who’s living in a suburban shopping mall tries to piece together his past, with the help of other animals, as they hatch a plan to escape from captivity.",/wDOyGAiTaXvjKGmnmXsoFO7zItt.jpg,2020-08-21,"Family, Comedy, Drama",93,0,5.2119,6.6,13995,The One and Only Ivan,The One and Only Ivan,"Adventure,Comedy,Drama",2020.0,508570,508570
850028,tt11687104,"Alice, Darling","Alice, Darling",en,"Pushed to the breaking point by Simon, her psychologically abusive boyfriend, Alice becomes an unwitting participant in an intervention staged by her two closest friends while on vacation. As she rediscovers the essence of herself and gains some much-needed perspective, she slowly starts to fray the cords of codependency that bind her. However, Simon's vengeance is as inevitable as it is shattering, and once unleashed, it tests her strength, her courage, and the bonds of deep-rooted friendships.",/3QpO7dxLXBdPgWpNLKvRNojz7bv.jpg,2022-12-30,"Thriller, Drama, Romance",90,121067,9.6333,5.6,13979,"Alice, Darling","Alice, Darling","Drama,Mystery,Romance",2022.0,850028,850028
611356,tt10333912,Gulabo Sitabo,गुलाबो सिताबो,hi,"Set in present-day Lucknow, Gulabo Sitabo is a social satire about two impossibly peculiar human beings, Mirza Chunnan Nawab, who stays in a dilapidated mansion and one of the tenants, Bankey Rastogi.",/6ABuPqPqRv2iSDyLf9KJrLoNV2A.jpg,2020-06-12,"Drama, Comedy",124,0,3.2653,6.3,13978,Gulabo Sitabo,Gulabo Sitabo,"Comedy,Drama",2020.0,611356,611356
760873,tt6506264,The Colony,Tides,en,"In the not-too-distant future: after a global catastrophe has wiped out nearly all of humanity on Earth, an elite astronaut from Space Colony Kepler must make a decision that will seal the fate of the people on both planets.",/nX7ZUYwgGOCe5nXXwpNg4hAf1xB.jpg,2021-08-26,"Science Fiction, Thriller",104,328914,5.0927,5.4,13966,The Colony,Tides,"Action,Adventure,Sci-Fi",2021.0,760873,760873
1040148,tt27155038,"Ruby Gillman, Teenage Kraken","Ruby Gillman, Teenage Kraken",en,"Ruby Gillman, a sweet and awkward high school student, discovers she's a direct descendant of the warrior kraken queens. The kraken are sworn to protect the oceans of the world against the vain, power-hungry mermaids. Destined to inherit the throne from her commanding grandmother, Ruby must use her newfound powers to protect those she loves most.",/8ChIb3WzYAcza1vrXR56v510MWk.jpg,2023-06-28,"Animation, Family, Fantasy, Comedy",91,46247409,4.8228,5.7,13954,Ruby Gillman: Teenage Kraken,"Ruby Gillman, Teenage Kraken","Action,Adventure,Animation",2023.0,1040148,1040148
557946,tt9244554,Last Looks,Last Looks,en,"A disgraced ex-cop seeks solace by moving to the woods, but his quiet life comes to an end when a private eye recruits him to investigate the murder of an eccentric TV star's wife.",/ud0XdA2xAghDR66j3I84DnNlC2g.jpg,2022-01-27,"Action, Crime, Thriller",110,365644,2.5278,5.8,13937,Last Looks,Last Looks,"Action,Comedy,Crime",2021.0,557946,557946
851644,tt15340724,20th Century Girl,20세기 소녀,ko,"In 1999, a teen girl keeps close tabs on a boy in school on behalf of her deeply smitten best friend – then she gets swept up in a love story of her own.",/od22ftNnyag0TTxcnJhlsu3aLoU.jpg,2022-10-06,"Romance, Drama",119,0,9.3186,7.4,13904,20th Century Girl,20segi sonyeo,"Drama,Romance",2022.0,851644,851644
760926,tt6020800,Gold,Gold,en,"In the not-too-distant future, two drifters traveling through the desert stumble across the biggest gold nugget ever found and the dream of immense wealth and greed takes hold. They hatch a plan to excavate their bounty, with one man leaving to secure the necessary tools while the other remains with the gold. The man who remains must endure harsh desert elements, ravenous wild dogs, and mysterious intruders, while battling the sinking suspicion that he has been abandoned to his fate.",/c0r75XaNHA4QMlDcitEscQW2Fn6.jpg,2022-01-13,"Action, Adventure, Thriller",97,176048,4.693,5.4,13893,Gold,Gold,"Action,Adventure,Drama",2022.0,760926,760926
797223,tt14056466,Yudhra,युध्रा,hi,"Yudhra, who is struggling with anger issues, is assigned an undercover mission to bring down a powerful drug syndicate headed by Firoz and his son Shafiq. Yudhra accepts the responsibility as he wants to exact revenge against Firoz for his parents's death.",/cwmVHD41mGDQyPyCAsR8x6aMGc2.jpg,2024-09-20,"Action, Thriller",142,0,3.2144,5.0,13872,Yudhra,Yudhra,"Action,Drama,Thriller",2024.0,797223,797223
521007,tt7178640,Superintelligence,Superintelligence,en,"When an all-powerful Superintelligence chooses to study the most average person on Earth, Carol Peters, the fate of the world hangs in the balance. As the A.I. decides to enslave, save or destroy humanity, it’s up to Carol to prove that people are worth saving.",/podzoGfamoxObotrMMoH2WIc8nj.jpg,2020-12-11,"Comedy, Science Fiction, Romance",106,0,2.2986,5.5,13831,Superintelligence,Superintelligence,"Action,Comedy,Romance",2020.0,521007,521007
864959,tt15289240,The Curse of Bridge Hollow,The Curse of Bridge Hollow,en,A Halloween-hating dad reluctantly teams up with his teenage daughter when an evil spirit wreaks havoc by making their town's decorations come to life.,/t6P9l6tcVnWLS1ADUAfkUCGQhm0.jpg,2022-10-14,"Adventure, Comedy, Horror, Family",89,0,5.4084,5.6,13769,The Curse of Bridge Hollow,The Curse of Bridge Hollow,"Adventure,Comedy,Family",2022.0,864959,864959
843416,tt7461686,Daddio,Daddio,en,A woman taking a cab ride from JFK airport engages in a conversation with the driver about the important relationships in their lives.,/dyrCsHUhOfpuci51lHcdAnO3db0.jpg,2024-06-27,Drama,100,1045422,3.4428,6.6,13769,Daddio,Daddio,Drama,2023.0,843416,843416
738646,tt13236566,Operation Christmas Drop,Operation Christmas Drop,en,"While gathering evidence to support closing a tropical U.S. Air Force base, a congressional aide warms to its generous captain.",/1fUcKFDy58DhWYd5Y7Nu5DgpxaE.jpg,2020-11-05,"Comedy, Family, Romance, TV Movie",95,0,2.5933,5.9,13744,Operation Christmas Drop,Operation Christmas Drop,"Comedy,Family,Romance",2020.0,738646,738646
1127166,tt29114029,The Tearsmith,Fabbricante di lacrime,it,"Adopted together after a tough childhood in an orphanage, Nica and Rigel realize that unexpected but irresistible feelings pull them together.",/uoBHsxSgfc3PQsSn98RfnbePHOy.jpg,2024-04-03,"Romance, Drama",106,0,6.9326,5.2,13714,The Tearsmith,Fabbricante di lacrime,"Drama,Fantasy,Romance",2024.0,1127166,1127166
942922,tt18079362,80 for Brady,80 for Brady,en,"Four lifelong friends set out on an unforgettable journey to see their hero Tom Brady play in Super Bowl LI and witness one of the greatest comebacks in sports history, discovering that it's never too late to live life to the fullest. Inspired by a true story.",/qhSFHOS9CeXTqGgmbCi5pteIc6k.jpg,2023-02-03,"Comedy, Drama",98,29637811,2.2925,5.9,13700,80 for Brady,80 for Brady,"Comedy,Drama,Sport",2023.0,942922,942922
830764,tt14145436,Pet Sematary: Bloodlines,Pet Sematary: Bloodlines,en,"In 1969, young Jud Crandall has dreams of leaving his hometown behind, but soon discovers sinister secrets buried within and is forced to confront a dark family history that forever binds him to Ludlow.",/yqnNLn24shYnZ6kqGpbwuB3NJ0D.jpg,2023-09-23,Horror,87,0,3.6985,4.6,13693,Pet Sematary: Bloodlines,Pet Sematary: Bloodlines,"Fantasy,Horror",2023.0,830764,830764
1075335,tt19858164,Little Bone Lodge,Little Bone Lodge,en,"During a stormy night in the Scottish Highlands, two criminal brothers on the run seek refuge in a desolate farmhouse. But after taking the resident family captive, they find the house holds even darker secrets of its own.",/2BwerQH4tZvHU6zUlC77aDw7pLt.jpg,2023-11-23,"Horror, Crime, Thriller",93,0,3.1617,6.0,13650,Little Bone Lodge,Little Bone Lodge,"Crime,Horror,Mystery",2023.0,1075335,1075335
809787,tt13923456,Mafia Mamma,Mafia Mamma,en,"A suburban American woman inherits her grandfather’s Mafia empire and, guided by the Firm’s trusted consigliere, defies everyone’s expectations, including her own, as the new head of the family business.",/hqFZqZFWWEDRCTtbTJqvrIitEKB.jpg,2023-04-13,"Comedy, Crime, Action",101,3900000,2.166,5.4,13640,Mafia Mamma,Mafia Mamma,"Action,Comedy,Crime",2023.0,809787,809787
1255350,tt19862722,Find Me Falling,Find Me Falling,en,"After a failed comeback album, a rock star retreats to a cliffside home on Cyprus, only to find his new life complicated by visitors — and an old flame.",/pMWpIPJgL4lYNKxSVMRDFWITeMW.jpg,2024-07-18,"Romance, Comedy, Music",94,0,2.1514,6.3,13576,Find Me Falling,Find Me Falling,"Comedy,Music,Romance",2024.0,1255350,1255350
967344,tt23475174,Sarfira,सरफिरा,hi,"A young man from a remote village dreams of launching his own airline service. However, he must overcome several obstacles and challenges in order to be successful in his quest.",/5crEOhhGl2ORIQRZPbmZpUBK4rt.jpg,2024-07-12,Drama,155,0,3.6445,7.0,13540,Sarfira,Sarfira,Drama,2024.0,967344,967344
970348,tt19883634,The Old Oak,The Old Oak,en,"A pub landlord in a previously thriving mining community struggles to hold onto his pub. Meanwhile, tensions rise in the town when Syrian refugees are placed in the empty houses in the community.",/xN293BKB0MDqpILmLCtGGYxQXKW.jpg,2023-09-29,Drama,113,7702015,2.4559,7.1,13535,The Old Oak,The Old Oak,Drama,2023.0,970348,970348
872497,tt11540726,Resurrection,Resurrection,en,"A woman's carefully constructed life is upended when an unwelcome shadow from her past returns, forcing her to confront the monster she's evaded for two decades.",/kfRr8Jm1gaEnLTXCIfHkSw8QW6t.jpg,2022-07-29,"Drama, Horror, Mystery",104,159780,9.6318,5.9,13508,Resurrection,Resurrection,"Crime,Drama,Horror",2022.0,872497,872497
816977,tt14502344,They/Them,They/Them,en,Campers at an LGBTQ+ conversion camp endure unsettling psychological techniques while the campsite is stalked by a mysterious killer.,/85TJ4udfUOwFIlvQL6EMFvvbvN5.jpg,2022-07-24,"Horror, Mystery",104,0,9.8455,4.0,13506,They/Them,They/Them,"Drama,Horror,Mystery",2022.0,816977,816977
870387,tt9098938,Sharmaji Namkeen,शर्माजी नमकीन,hi,"Late Rishi Kapoor in his swansong plays B. G. Sharma, a 58-year old middle-class widower living in West Delhi. After being laid off from the company he has worked for his entire life, Sharmaji struggles to deal with the beast called retirement. His struggle to stay relevant in front of his two sons finally ends when he rekindles his love for cooking through a kitty party. A bunch of merry women rekindle in Sharma, a passion for cooking and chutzpah in general, that help him find his true calling.",/xve92SlbFCl4eEESx78eutq6rjo.jpg,2022-03-31,"Comedy, Drama",119,0,3.0016,7.5,13502,Sharmaji Namkeen,Sharmaji Namkeen,"Comedy,Drama,Family",2022.0,870387,870387
927107,tt2016303,The Bricklayer,The Bricklayer,en,"Someone is blackmailing the CIA by assassinating foreign journalists and making it look like the agency is responsible. As the world begins to unite against the U.S., the CIA must lure its most brilliant – and rebellious – operative out of retirement, forcing him to confront his checkered past while unraveling an international conspiracy.",/36pYugctLa70NmwMEgXTR1G31Kq.jpg,2023-12-14,"Action, Thriller",110,899683,4.9108,5.2,13494,The Bricklayer,The Bricklayer,"Action,Thriller",2023.0,927107,927107
793998,tt13880104,Happening,L'Événement,fr,"France, 1963. Anne is a bright young student with a promising future ahead of her. But when she falls pregnant, she sees the opportunity to finish her studies and escape the constraints of her social background disappearing. With her final exams fast approaching and her belly growing, Anne resolves to act, even if she has to confront shame and pain, even if she must risk prison to do so.",/f2lTAmLYpWpd8JxtJrMXFFGV9gZ.jpg,2021-11-04,Drama,100,171765,2.4019,7.4,13492,Happening,L'événement,Drama,2021.0,793998,793998
1136418,tt26233598,Raayan,ராயன்,ta,"Raayan, a simpleton patriarch has to protect his family when they inadvertently get muddled in a violent world with whirlpool of murder, debauchery, feud, politics and power, a quagmire that he has repeatedly warned them not to get pulled into.",/dHMbqpG7vZk1iEJaEkCCyixFbos.jpg,2024-07-26,"Action, Drama, Thriller",143,15000000,3.6898,6.5,13459,Raayan,Raayan,"Action,Crime,Drama",2024.0,1136418,1136418
912916,tt11951276,The Other Zoey,The Other Zoey,en,"Highly intelligent computer major Zoey Miller is uninterested in romantic love, but her life is turned upside down when Zack, the school's soccer star, gets amnesia and mistakes Zoey for his girlfriend.",/rh9fwqA98ufdx9vP7V6lLhfpfk1.jpg,2023-10-19,"Romance, Drama, Comedy",91,168000,7.3898,5.9,13418,The Other Zoey,The Other Zoey,"Comedy,Drama,Romance",2023.0,912916,912916
628333,tt6842770,Wild Mountain Thyme,Wild Mountain Thyme,en,"Headstrong farmer Rosemary Muldoon has her heart set on winning her neighbour Anthony Reilly's love. The problem is, Anthony seems to have inherited a family curse, and remains oblivious to his beautiful admirer. Stung by his father's plans to sell the family farm to his American nephew, Anthony is jolted into pursuing his dreams.",/vMW81htT6Kki8x0G4UNb7l48iIr.jpg,2020-12-11,"Romance, Drama",102,0,2.8348,5.8,13410,Wild Mountain Thyme,Wild Mountain Thyme,"Comedy,Drama,Romance",2020.0,628333,628333
790462,tt13655120,I.S.S.,I.S.S.,en,Tensions flare in the near future aboard the International Space Station as a conflict breaks out on Earth. U.S. and Russian astronauts receive orders from the ground: take control of the station by any means necessary.,/blPAS2HZcOGLTREbUeNIWmz0B6f.jpg,2024-01-19,"Science Fiction, Thriller",96,6605079,4.7537,5.3,13397,I.S.S.,I.S.S.,"Sci-Fi,Thriller",2023.0,790462,790462
1030987,tt21991654,Sympathy for the Devil,Sympathy for the Devil,en,"After being forced to drive a mysterious passenger at gunpoint, a man finds himself in a high-stakes game of cat and mouse where it becomes clear that not everything is as it seems.",/afGdVMa80LMs6ibLP22CwM5uI4e.jpg,2023-07-20,"Thriller, Action",90,0,2.8056,5.5,13392,Sympathy for the Devil,Sympathy for the Devil,"Action,Thriller",2023.0,1030987,1030987
618416,tt6317656,Penguin Bloom,Penguin Bloom,en,"When an unlikely ally enters the Bloom family's world in the form of an injured baby magpie they name Penguin, the bird’s arrival makes a profound difference in the struggling family’s life.",/5l6k0Z9tYddXW9327V2jZrfWG00.jpg,2021-01-21,Drama,95,0,1.8422,6.8,13354,Penguin Bloom,Penguin Bloom,"Biography,Drama,Family",2020.0,618416,618416
883083,tt8296030,You Won't Be Alone,You Won't Be Alone,mk,"In an isolated mountain village in 19th century Macedonia, a young feral witch accidentally kills a peasant. She assumes the peasant's shape to see what life is like in her skin, igniting a deep seated curiosity to experience life inside the bodies of others.",/qVRADANU3JpMyapKjV3eM41VlDG.jpg,2022-04-01,"Horror, Drama",108,125000,2.3738,6.4,13353,You Won't Be Alone,You Won't Be Alone,"Drama,Fantasy,Horror",2022.0,883083,883083
1029235,tt22173666,Azrael,Azrael,en,"In a world where no one speaks, a devout female hunts down a young woman who has escaped her imprisonment. Recaptured by its ruthless leaders, Azrael is due to be sacrificed to pacify an ancient evil deep within the surrounding wilderness.",/qpdFKDvJS7oLKTcBLXOaMwUESbs.jpg,2024-09-27,"Action, Horror, Thriller",86,631272,6.0896,5.3,13341,Azrael,Azrael,"Action,Horror",2024.0,1029235,1029235
586810,tt26915336,Mars Express,Mars Express,fr,"In 2200, private detective Aline Ruby and her android partner Carlos Rivera are hired by a wealthy businessman to track down a notorious hacker. On Mars, they descend deep into the underbelly of the planet's capital city where they uncover a darker story of brain farms, corruption, and a missing girl who holds a secret about the robots that threatens to change the face of the universe.",/g8rUn0khoYB3G4gPPGTF1Xv9Olu.jpg,2023-11-22,"Animation, Science Fiction, Action, Mystery",89,1455713,3.4001,7.5,13320,Mars Express,Mars Express,"Action,Animation,Mystery",2023.0,586810,586810
740441,tt26160190,Unlocked,스마트폰을 떨어뜨렸을 뿐인데,ko,A woman's life is turned upside-down when a dangerous man gets a hold of her lost cell phone and uses it to track her every move.,/yW43JgoYPnSois2V0bIpFQFuDWl.jpg,2023-02-17,Thriller,117,0,8.0002,6.4,13291,Unlocked,Seumateuponeul tteoreotteuryeosseul ppuninde,"Crime,Drama,Mystery",2023.0,740441,740441
607430,tt10451852,Nine Days,Nine Days,en,A bureaucrat interviews five souls to decide which of them will be given a life on Earth. But he soon faces an existential challenge of his own.,/kl8J3WvzJq6QGX7qNmP0ps4ZTSO.jpg,2021-07-15,"Drama, Fantasy",124,969204,2.7434,6.8,13288,Nine Days,Nine Days,"Drama,Fantasy",2020.0,607430,607430
533514,tt8652818,Violet Evergarden: The Movie,劇場版 ヴァイオレット・エヴァーガーデン,ja,"As the world moves on from the war and technological advances bring changes to her life, Violet still hopes to see her lost commanding officer again.",/4b7uAGVtgA85Yd911yOJqIsHigx.jpg,2020-09-18,"Animation, Fantasy, Romance, Drama",140,20339624,4.4998,8.3,13284,Violet Evergarden: The Movie,Gekijôban Vaioretto Evâgâden,"Animation,Drama,Fantasy",2020.0,533514,533514
1174777,tt28184712,Parking,பார்க்கிங்,ta,"An elderly man and a youngster, fight over a much-coveted parking spot, let their egos get the better of them and the clash brings out their ugliest sides.",/xcKk5IILXOzAfY69lvKhhGcIt9J.jpg,2023-12-01,"Drama, Thriller",127,0,2.7214,7.8,13281,Parking,Parking,"Drama,Thriller",2023.0,1174777,1174777
692969,tt11284280,Cadaver,Kadaver,no,"In the aftermath of a nuclear disaster, a starving family find hope in a charismatic hotel owner. Lured by the prospect of a free dinner, they discover that the evening's entertainment blurs the lines between performance and reality. Will they wind up the spectators or the spectacle?",/j8pltHMcL3sAFqd6udZ1kMAlbQg.jpg,2020-10-22,"Drama, Horror, Thriller",86,0,3.0959,5.2,13280,Cadaver,Kadaver,"Drama,Horror,Thriller",2020.0,692969,692969
684700,tt11905462,Athlete A,Athlete A,en,Follow the Indianapolis Star reporters that broke the story about USA Gymnastics doctor Larry Nassar's abuse and hear from gymnasts.,/jUVbqKcDgcLSS5s4UV82XUkMKlU.jpg,2020-06-23,Documentary,105,0,1.8897,7.6,13270,Athlete A,Athlete A,"Crime,Documentary,Sport",2020.0,684700,684700
608195,tt6508228,Ghosts of War,Ghosts of War,en,A group of World War II American soldiers encounter a supernatural enemy as they occupy a French castle previously under Nazi control.,/jR2SSICqmyaVV4lcR3PfNldJBPc.jpg,2020-07-03,"Horror, Thriller, War, Science Fiction",94,345289,1.9015,5.6,13263,Ghosts of War,Ghosts of War,"Fantasy,Horror,Thriller",2020.0,608195,608195
1081676,tt26596953,Forgotten Love,Znachor,pl,A once-respected surgeon who's lost his family and his memory gets a chance at redemption when he reconnects with someone from his forgotten past.,/8mHfCmc2dt6wk2DNc0NXlYXOzVj.jpg,2023-09-26,"Drama, Romance, History",140,0,2.3525,7.5,13251,Forgotten Love,Znachor,"Drama,Romance",2023.0,1081676,1081676
